"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Nu_Tilde","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
1.1489,-2.532,0.37172,139.61,2.4004e+05,4.47e-05,0,0,0,92623,280.85,0.36177,-1.0016,1.716e-05,0,0,0,0,0,3.578e-06,0.080269,-0.012117,-0.028784
1.1493,-2.6096,0.3661,139.14,2.4011e+05,4.4726e-05,0,0,0,92673,280.9,0.36038,-0.99579,1.716e-05,0,0,0,0,0,3.5909e-06,0.084184,-0.011957,-0.029219
1.1498,-2.6341,0.35252,138.65,2.4017e+05,4.4748e-05,0,0,0,92724,280.94,0.35896,-0.98994,1.716e-05,0,0,0,0,0,3.6031e-06,0.0881,-0.01173,-0.029654
1.1502,-2.6065,0.33255,138.18,2.4024e+05,4.4764e-05,0,0,0,92773,280.98,0.35756,-0.98425,1.716e-05,0,0,0,0,0,3.6132e-06,0.092005,-0.011491,-0.030084
1.1506,-2.5318,0.30994,137.73,2.403e+05,4.4776e-05,0,0,0,92820,281.02,0.35624,-0.97886,1.716e-05,0,0,0,0,0,3.6217e-06,0.095869,-0.011527,-0.030513
1.151,-2.4163,0.28738,137.3,2.4035e+05,4.4787e-05,0,0,0,92864,281.06,0.355,-0.97382,1.716e-05,0,0,0,0,0,3.6298e-06,0.099731,-0.011528,-0.03094
1.1514,-2.2649,0.26164,136.91,2.404e+05,4.4796e-05,0,0,0,92904,281.1,0.35384,-0.96919,1.716e-05,0,0,0,0,0,3.6368e-06,0.10359,-0.011496,-0.031369
1.1517,-2.0816,0.2336,136.55,2.4045e+05,4.4801e-05,0,0,0,92940,281.13,0.35278,-0.96504,1.716e-05,0,0,0,0,0,3.6421e-06,0.10744,-0.011429,-0.031793
1.152,-1.8713,0.20408,136.23,2.4048e+05,4.4802e-05,0,0,0,92971,281.15,0.35185,-0.96145,1.716e-05,0,0,0,0,0,3.6458e-06,0.11126,-0.011329,-0.032215
1.1522,-1.6395,0.17165,135.96,2.4052e+05,4.4797e-05,0,0,0,92997,281.18,0.35106,-0.95847,1.716e-05,0,0,0,0,0,3.6471e-06,0.11507,-0.011197,-0.032637
1.1524,-1.3961,0.14089,135.76,2.4054e+05,4.4785e-05,0,0,0,93017,281.19,0.35048,-0.9562,1.716e-05,0,0,0,0,0,3.6453e-06,0.11886,-0.011191,-0.033058
1.1525,-1.1528,0.11522,135.63,2.4056e+05,4.474e-05,0,0,0,93031,281.2,0.35009,-0.95461,1.716e-05,0,0,0,0,0,3.6329e-06,0.12263,-0.011193,-0.033484
1.1526,-0.91731,0.091679,135.58,2.4057e+05,4.4804e-05,0,0,0,93039,281.21,0.34992,-0.95365,1.716e-05,0,0,0,0,0,3.6537e-06,0.12638,-0.011177,-0.033908
1.1526,-0.69672,0.069986,135.65,2.4059e+05,4.497e-05,0,0,0,93042,281.21,0.35011,-0.95329,1.716e-05,0,0,0,0,0,3.7054e-06,0.13011,-0.011143,-0.034339
1.1525,-0.51877,0.051683,135.88,2.406e+05,4.783e-05,0,0,0,93034,281.21,0.35072,-0.95426,1.716e-05,0,0,0,0,0,4.6729e-06,0.13384,-0.011091,-0.034772
1.1522,-0.37955,0.044049,134.15,2.4039e+05,0.00016924,0,0,0,93030,281.27,0.34631,-0.95466,1.716e-05,0,0,0,0,0,0.00015676,0.1361,-0.01105,-0.03504
1.15,-0.22672,0.030183,122.53,2.3912e+05,0.0008866,0,0,0,93036,281.83,0.31661,-0.95403,1.716e-05,0,0,0,0,0,0.0010178,0.13747,-0.011022,-0.035202
1.1465,-0.10443,0.014732,107.98,2.3764e+05,0.0011274,0,0,0,93021,282.63,0.27945,-0.95568,1.716e-05,0,0,0,0,0,0.0012915,0.1383,-0.011004,-0.0353
1.1441,-0.049364,0.010143,96.916,2.3664e+05,0.0009597,0,0,0,93015,283.22,0.25109,-0.95645,1.716e-05,0,0,0,0,0,0.0010965,0.1388,-0.010992,-0.035359
1.1422,-0.024387,0.0081452,87.94,2.3591e+05,0.00070727,0,0,0,93012,283.67,0.22802,-0.95681,1.716e-05,0,0,0,0,0,0.00080511,0.13911,-0.010985,-0.035395
1.1407,-0.012723,0.0070814,80.216,2.3535e+05,0.00047771,0,0,0,93010,284.04,0.20813,-0.95696,1.716e-05,0,0,0,0,0,0.00053892,0.13929,-0.010981,-0.035417
1.1395,-0.0068795,0.0063701,73.134,2.3487e+05,0.00030461,0,0,0,93010,284.36,0.18986,-0.95703,1.716e-05,0,0,0,0,0,0.0003327,0.1394,-0.010978,-0.03543
1.1383,-0.0037177,0.0057447,66.113,2.3444e+05,0.00018782,0,0,0,93010,284.65,0.17172,-0.95705,1.716e-05,0,0,0,0,0,0.00018041,0.13947,-0.010977,-0.035438
1.1371,-0.0025985,0.0051585,57.983,2.34e+05,0.00011077,0,0,0,93009,284.95,0.15069,-0.95706,1.716e-05,0,0,0,0,0,6.6119e-05,0.13951,-0.010976,-0.035443
1.1356,-0.0022055,0.0043077,45.702,2.3344e+05,5.6542e-05,0,0,0,93009,285.31,0.11885,-0.95711,1.716e-05,0,0,0,0,0,8.199e-06,0.13954,-0.010975,-0.035446
1.1342,-0.00067884,0.0027354,27.85,2.3286e+05,3.1669e-05,0,0,0,93009,285.66,0.072468,-0.95713,1.716e-05,0,0,0,0,0,8.9752e-07,0.13955,-0.010975,-0.035448
1.1337,-0.00030132,0.001497,14.203,2.3261e+05,1.6154e-05,0,0,0,93009,285.8,0.036966,-0.95713,1.716e-05,0,0,0,0,0,6.199e-08,0.13956,-0.010974,-0.035449
1.1336,-0.00016345,0.00061089,5.4396,2.3254e+05,6.1968e-06,0,0,0,93009,285.83,0.014159,-0.95713,1.716e-05,0,0,0,0,0,1.346e-09,0.13957,-0.010974,-0.035449
1.1335,0,0,0,2.3252e+05,0,0,0,0,93009,285.84,0,-0.95713,1.716e-05,-4.7089e-09,3.1097e-07,0.0028258,-33.793,1.0435,0,0.13957,-0.010974,-0.03545
1.1276,0,0,0,2.3123e+05,0,0,0,0,92492,285.75,0,-1.0166,1.716e-05,8.2017e-07,2.6277e-06,0.0033063,-44.67,1.1806,0,0.042953,-0.013418,-0.030745
1.1276,0.001779,0.0050821,6.4637,2.3125e+05,6.8739e-06,0,0,0,92492,285.75,0.016916,-1.0167,1.716e-05,0,0,0,0,0,1.9953e-09,0.042956,-0.013419,-0.030746
1.1278,0.0042701,0.01277,16.836,2.3135e+05,1.786e-05,0,0,0,92492,285.69,0.044055,-1.0166,1.716e-05,0,0,0,0,0,9.06e-08,0.042962,-0.013419,-0.030747
1.1286,0.0070841,0.023612,32.784,2.3171e+05,3.4853e-05,0,0,0,92492,285.5,0.085761,-1.0167,1.716e-05,0,0,0,0,0,1.2804e-06,0.042972,-0.013419,-0.030748
1.1303,0.0081374,0.035757,52.133,2.3243e+05,6.3006e-05,0,0,0,92491,285.06,0.13627,-1.0167,1.716e-05,0,0,0,0,0,1.1854e-05,0.042988,-0.01342,-0.03075
1.1319,0.0081058,0.042138,64.377,2.3306e+05,0.00012075,0,0,0,92491,284.64,0.16815,-1.0168,1.716e-05,0,0,0,0,0,8.001e-05,0.043014,-0.013422,-0.030753
1.1333,0.0045002,0.046967,72.72,2.3356e+05,0.00020092,0,0,0,92490,284.3,0.18983,-1.0168,1.716e-05,0,0,0,0,0,0.00019745,0.043057,-0.013424,-0.030759
1.1346,-0.0036625,0.051992,80.109,2.3405e+05,0.00032235,0,0,0,92490,283.97,0.209,-1.0169,1.716e-05,0,0,0,0,0,0.00035271,0.043128,-0.013429,-0.030769
1.1361,-0.017856,0.058031,87.551,2.346e+05,0.00049824,0,0,0,92489,283.61,0.22827,-1.017,1.716e-05,0,0,0,0,0,0.00056045,0.043245,-0.013435,-0.030784
1.1377,-0.040924,0.066288,95.563,2.3523e+05,0.00072574,0,0,0,92487,283.19,0.24898,-1.0172,1.716e-05,0,0,0,0,0,0.00082303,0.043438,-0.013447,-0.03081
1.1397,-0.075065,0.077852,104.69,2.3602e+05,0.00096683,0,0,0,92486,282.7,0.27253,-1.0173,1.716e-05,0,0,0,0,0,0.0011004,0.043757,-0.013465,-0.030852
1.1422,-0.11856,0.092015,115.64,2.3707e+05,0.0011071,0,0,0,92486,282.08,0.30071,-1.0173,1.716e-05,0,0,0,0,0,0.0012634,0.044282,-0.013495,-0.030921
1.1455,-0.16564,0.097269,129.5,2.3855e+05,0.00080517,0,0,0,92491,281.28,0.33626,-1.0167,1.716e-05,0,0,0,0,0,0.00092019,0.04515,-0.013535,-0.031036
1.1474,-0.27204,0.054512,139.66,2.397e+05,0.00014128,0,0,0,92479,280.79,0.36237,-1.0181,1.716e-05,0,0,0,0,0,0.00011378,0.046584,-0.013588,-0.031224
1.1475,-0.46309,0.048777,141.29,2.3987e+05,4.694e-05,0,0,0,92469,280.72,0.36659,-1.0193,1.716e-05,0,0,0,0,0,4.2841e-06,0.04895,-0.013633,-0.031532
1.1475,-0.71425,0.093832,141.15,2.3986e+05,4.4655e-05,0,0,0,92474,280.73,0.3662,-1.0187,1.716e-05,0,0,0,0,0,3.5487e-06,0.052862,-0.013583,-0.032035
1.1477,-0.97818,0.15216,140.9,2.3988e+05,4.4661e-05,0,0,0,92493,280.74,0.3655,-1.0165,1.716e-05,0,0,0,0,0,3.5525e-06,0.056816,-0.013383,-0.032535
1.1479,-1.2262,0.19479,140.69,2.3991e+05,4.4626e-05,0,0,0,92516,280.76,0.36489,-1.0138,1.716e-05,0,0,0,0,0,3.5442e-06,0.06078,-0.013032,-0.033032
1.1482,-1.4509,0.23156,140.46,2.3995e+05,4.4633e-05,0,0,0,92543,280.78,0.36419,-1.0107,1.716e-05,0,0,0,0,0,3.5492e-06,0.064717,-0.012527,-0.033519
1.1484,-1.6494,0.26643,140.2,2.3999e+05,4.4644e-05,0,0,0,92573,280.81,0.36343,-1.0073,1.716e-05,0,0,0,0,0,3.5555e-06,0.06863,-0.012229,-0.034003
1.1487,-1.82,0.28924,139.9,2.4004e+05,4.4669e-05,0,0,0,92606,280.84,0.36255,-1.0035,1.716e-05,0,0,0,0,0,3.5667e-06,0.072553,-0.012272,-0.034485
1.149,-1.9566,0.29965,139.56,2.4008e+05,4.4695e-05,0,0,0,92642,280.87,0.36155,-0.99935,1.716e-05,0,0,0,0,0,3.5784e-06,0.076431,-0.01225,-0.034959
1.1494,-2.0545,0.3018,139.19,2.4013e+05,4.4713e-05,0,0,0,92680,280.9,0.36048,-0.995,1.716e-05,0,0,0,0,0,3.5877e-06,0.080323,-0.012162,-0.03543
1.1497,-2.1125,0.29676,138.8,2.4018e+05,4.4732e-05,0,0,0,92719,280.94,0.35934,-0.99051,1.716e-05,0,0,0,0,0,3.5976e-06,0.084238,-0.012009,-0.035901
1.1501,-2.1294,0.28558,138.41,2.4023e+05,4.4748e-05,0,0,0,92758,280.97,0.35819,-0.98601,1.716e-05,0,0,0,0,0,3.6067e-06,0.088156,-0.011789,-0.036371
1.1504,-2.1064,0.26963,138.02,2.4027e+05,4.476e-05,0,0,0,92796,281,0.35706,-0.98163,1.716e-05,0,0,0,0,0,3.6143e-06,0.092062,-0.011557,-0.036836
1.1507,-2.047,0.2517,137.66,2.4032e+05,4.4768e-05,0,0,0,92832,281.03,0.35599,-0.9775,1.716e-05,0,0,0,0,0,3.6206e-06,0.095924,-0.011599,-0.0373
1.151,-1.9558,0.2338,137.31,2.4036e+05,4.4775e-05,0,0,0,92865,281.06,0.35499,-0.97364,1.716e-05,0,0,0,0,0,3.6264e-06,0.099783,-0.011607,-0.037761
1.1513,-1.8367,0.21342,136.99,2.4039e+05,4.4781e-05,0,0,0,92896,281.09,0.35405,-0.9701,1.716e-05,0,0,0,0,0,3.6312e-06,0.10364,-0.011581,-0.038223
1.1515,-1.6934,0.19128,136.7,2.4042e+05,4.4783e-05,0,0,0,92924,281.11,0.35321,-0.96695,1.716e-05,0,0,0,0,0,3.6347e-06,0.10748,-0.011521,-0.038681
1.1517,-1.5301,0.16806,136.44,2.4045e+05,4.4781e-05,0,0,0,92947,281.13,0.35247,-0.96423,1.716e-05,0,0,0,0,0,3.6369e-06,0.11131,-0.011429,-0.039136
1.1519,-1.3512,0.14266,136.23,2.4047e+05,4.4776e-05,0,0,0,92967,281.15,0.35185,-0.96197,1.716e-05,0,0,0,0,0,3.6372e-06,0.11511,-0.011304,-0.039591
1.1521,-1.1639,0.11862,136.07,2.4049e+05,4.4764e-05,0,0,0,92982,281.16,0.35139,-0.96022,1.716e-05,0,0,0,0,0,3.6352e-06,0.11889,-0.011308,-0.040044
1.1521,-0.97634,0.098518,135.96,2.4050e+05,4.4721e-05,0,0,0,92993,281.17,0.35106,-0.95896,1.716e-05,0,0,0,0,0,3.623e-06,0.12265,-0.011321,-0.040501
1.1522,-0.79419,0.080005,135.92,2.4052e+05,4.4783e-05,0,0,0,93000,281.18,0.35093,-0.95817,1.716e-05,0,0,0,0,0,3.643e-06,0.12639,-0.011316,-0.040956
1.1522,-0.62237,0.062799,135.99,2.4053e+05,4.4923e-05,0,0,0,93003,281.18,0.35109,-0.95781,1.716e-05,0,0,0,0,0,3.6867e-06,0.13012,-0.011293,-0.041417
1.1522,-0.4815,0.048151,136.19,2.4054e+05,4.702e-05,0,0,0,92997,281.18,0.35163,-0.95845,1.716e-05,0,0,0,0,0,4.3783e-06,0.13384,-0.011252,-0.04188
1.1519,-0.36508,0.042761,134.61,2.4036e+05,0.00014335,0,0,0,92996,281.23,0.3476,-0.95858,1.716e-05,0,0,0,0,0,0.00011782,0.13609,-0.011219,-0.042165
1.1499,-0.22333,0.031339,123.53,2.3914e+05,0.00079429,0,0,0,93004,281.74,0.31925,-0.95771,1.716e-05,0,0,0,0,0,0.00091122,0.13746,-0.011195,-0.042338
1.1465,-0.10255,0.014758,108.75,2.3763e+05,0.001082,0,0,0,92991,282.55,0.28148,-0.95924,1.716e-05,0,0,0,0,0,0.0012393,0.13829,-0.01118,-0.042442
1.144,-0.046868,0.0098318,97.483,2.3661e+05,0.00093638,0,0,0,92984,283.15,0.25261,-0.96004,1.716e-05,0,0,0,0,0,0.0010696,0.13879,-0.01117,-0.042505
1.1421,-0.022316,0.0077469,88.363,2.3587e+05,0.00069651,0,0,0,92980,283.61,0.22917,-0.9604,1.716e-05,0,0,0,0,0,0.00079262,0.13909,-0.011164,-0.042544
1.1406,-0.011319,0.0066774,80.548,2.3529e+05,0.00047347,0,0,0,92979,283.99,0.20904,-0.96055,1.716e-05,0,0,0,0,0,0.00053389,0.13928,-0.01116,-0.042567
1.1393,-0.006014,0.005986,73.408,2.3481e+05,0.00030319,0,0,0,92979,284.31,0.19062,-0.96061,1.716e-05,0,0,0,0,0,0.00033089,0.13939,-0.011158,-0.042581
1.1381,-0.0032053,0.0053875,66.346,2.3438e+05,0.0001874,0,0,0,92979,284.6,0.17237,-0.96062,1.716e-05,0,0,0,0,0,0.00017976,0.13946,-0.011157,-0.042589
1.1369,-0.0023485,0.0048428,58.179,2.3393e+05,0.00011068,0,0,0,92978,284.9,0.15124,-0.96063,1.716e-05,0,0,0,0,0,6.5949e-05,0.1395,-0.011156,-0.042595
1.1354,-0.0021366,0.0040589,45.851,2.3337e+05,5.6561e-05,0,0,0,92978,285.28,0.11927,-0.96068,1.716e-05,0,0,0,0,0,8.2031e-06,0.13952,-0.011155,-0.042598
1.134,-0.00062888,0.0025696,27.945,2.3279e+05,3.1684e-05,0,0,0,92978,285.62,0.072735,-0.96071,1.716e-05,0,0,0,0,0,8.9851e-07,0.13954,-0.011155,-0.0426
1.1335,-0.00028372,0.0014073,14.253,2.3253e+05,1.6163e-05,0,0,0,92978,285.76,0.037107,-0.9607,1.716e-05,0,0,0,0,0,6.2081e-08,0.13955,-0.011155,-0.042601
1.1333,-0.00016055,0.00057512,5.4593,2.3246e+05,6.2008e-06,0,0,0,92978,285.8,0.014214,-0.9607,1.716e-05,0,0,0,0,0,1.3483e-09,0.13955,-0.011155,-0.042602
1.1333,0,0,0,2.3244e+05,0,0,0,0,92978,285.8,0,-0.9607,1.716e-05,-3.8479e-09,2.9316e-07,0.002844,-34.332,1.0448,0,0.13955,-0.011155,-0.042602
1.1288,0,0,0,2.3147e+05,0,0,0,0,92586,285.73,0,-1.0058,1.716e-05,7.163e-07,2.2973e-06,0.0032306,-41.208,1.171,0,0.042956,-0.013407,-0.038635
1.1288,0.0015824,0.0044515,6.3378,2.3148e+05,6.8093e-06,0,0,0,92586,285.72,0.016569,-1.0058,1.716e-05,0,0,0,0,0,1.9297e-09,0.04296,-0.013407,-0.038636
1.129,0.0038277,0.011254,16.512,2.3159e+05,1.7698e-05,0,0,0,92586,285.68,0.043164,-1.0058,1.716e-05,0,0,0,0,0,8.7756e-08,0.042966,-0.013407,-0.038636
1.1298,0.0064298,0.021014,32.181,2.3192e+05,3.4557e-05,0,0,0,92586,285.49,0.084096,-1.0058,1.716e-05,0,0,0,0,0,1.2436e-06,0.042975,-0.013408,-0.038638
1.1314,0.0074671,0.032334,51.337,2.3263e+05,6.2389e-05,0,0,0,92586,285.07,0.13405,-1.0058,1.716e-05,0,0,0,0,0,1.1493e-05,0.042991,-0.013409,-0.03864
1.133,0.007861,0.038386,63.526,2.3324e+05,0.00011983,0,0,0,92585,284.66,0.16576,-1.0059,1.716e-05,0,0,0,0,0,7.8816e-05,0.043017,-0.01341,-0.038643
1.1344,0.0051612,0.043011,71.821,2.3374e+05,0.00019959,0,0,0,92585,284.33,0.1873,-1.0059,1.716e-05,0,0,0,0,0,0.00019588,0.043061,-0.013413,-0.038649
1.1357,-0.0013683,0.047835,79.174,2.3422e+05,0.00032003,0,0,0,92585,284,0.20636,-1.006,1.716e-05,0,0,0,0,0,0.00035025,0.043132,-0.013417,-0.038659
1.1371,-0.012585,0.053537,86.616,2.3476e+05,0.00049347,0,0,0,92584,283.65,0.22562,-1.006,1.716e-05,0,0,0,0,0,0.00055542,0.043249,-0.013424,-0.038676
1.1387,-0.03028,0.0611,94.685,2.3539e+05,0.00071524,0,0,0,92583,283.24,0.24646,-1.0061,1.716e-05,0,0,0,0,0,0.00081173,0.043443,-0.013436,-0.038703
1.1407,-0.054832,0.071167,103.95,2.3619e+05,0.00094498,0,0,0,92583,282.74,0.27034,-1.0062,1.716e-05,0,0,0,0,0,0.0010764,0.043762,-0.013454,-0.038747
1.1432,-0.081685,0.082029,115.13,2.3726e+05,0.0010655,0,0,0,92584,282.12,0.29909,-1.006,1.716e-05,0,0,0,0,0,0.0012169,0.044289,-0.013486,-0.03882
1.1465,-0.10623,0.080823,129.26,2.3876e+05,0.00072213,0,0,0,92589,281.32,0.3353,-1.0054,1.716e-05,0,0,0,0,0,0.00082534,0.045158,-0.013527,-0.03894
1.1483,-0.18546,0.033473,139.08,2.3987e+05,0.00012377,0,0,0,92577,280.86,0.36053,-1.0068,1.716e-05,0,0,0,0,0,8.7192e-05,0.046594,-0.013581,-0.039138
1.1484,-0.34176,0.025261,140.62,2.4003e+05,4.6713e-05,0,0,0,92567,280.81,0.36452,-1.008,1.716e-05,0,0,0,0,0,4.2187e-06,0.048966,-0.01363,-0.039462
1.1484,-0.54893,0.063384,140.47,2.4002e+05,4.4695e-05,0,0,0,92571,280.81,0.36412,-1.0075,1.716e-05,0,0,0,0,0,3.5709e-06,0.052885,-0.013586,-0.039992
1.1485,-0.76376,0.11289,140.24,2.4003e+05,4.4692e-05,0,0,0,92587,280.82,0.36346,-1.0057,1.716e-05,0,0,0,0,0,3.5717e-06,0.056849,-0.013394,-0.04052
1.1487,-0.96208,0.14839,140.04,2.4005e+05,4.4655e-05,0,0,0,92606,280.84,0.3629,-1.0035,1.716e-05,0,0,0,0,0,3.5625e-06,0.060822,-0.013051,-0.041044
1.1489,-1.139,0.17873,139.84,2.4008e+05,4.466e-05,0,0,0,92627,280.86,0.3623,-1.0011,1.716e-05,0,0,0,0,0,3.5663e-06,0.06477,-0.012555,-0.04156
1.1491,-1.2933,0.20738,139.62,2.4011e+05,4.4669e-05,0,0,0,92650,280.88,0.36167,-0.99839,1.716e-05,0,0,0,0,0,3.5712e-06,0.06869,-0.012264,-0.042071
1.1493,-1.4244,0.22577,139.37,2.4014e+05,4.4689e-05,0,0,0,92676,280.9,0.36094,-0.99544,1.716e-05,0,0,0,0,0,3.5802e-06,0.072615,-0.012313,-0.04258
1.1496,-1.5282,0.23383,139.09,2.4017e+05,4.4709e-05,0,0,0,92703,280.92,0.36013,-0.99228,1.716e-05,0,0,0,0,0,3.5891e-06,0.076495,-0.012298,-0.043081
1.1498,-1.602,0.23538,138.8,2.4021e+05,4.4722e-05,0,0,0,92732,280.95,0.35926,-0.98901,1.716e-05,0,0,0,0,0,3.596e-06,0.080388,-0.012219,-0.043579
1.1501,-1.6454,0.23143,138.49,2.4024e+05,4.4735e-05,0,0,0,92761,280.97,0.35837,-0.98568,1.716e-05,0,0,0,0,0,3.6031e-06,0.084306,-0.012073,-0.044077
1.1503,-1.6581,0.22285,138.17,2.4027e+05,4.4747e-05,0,0,0,92790,281,0.35746,-0.98236,1.716e-05,0,0,0,0,0,3.6096e-06,0.088224,-0.011862,-0.044574
1.1506,-1.6412,0.21087,137.87,2.4031e+05,4.4754e-05,0,0,0,92818,281.02,0.35658,-0.97915,1.716e-05,0,0,0,0,0,3.6149e-06,0.092131,-0.011638,-0.045066
1.1508,-1.5972,0.19743,137.58,2.4033e+05,4.4759e-05,0,0,0,92844,281.04,0.35574,-0.97611,1.716e-05,0,0,0,0,0,3.6192e-06,0.09599,-0.011687,-0.045555
1.151,-1.5294,0.18392,137.31,2.4036e+05,4.4763e-05,0,0,0,92869,281.06,0.35496,-0.97328,1.716e-05,0,0,0,0,0,3.6231e-06,0.099847,-0.011703,-0.046042
1.1512,-1.4409,0.16854,137.06,2.4039e+05,4.4766e-05,0,0,0,92891,281.08,0.35423,-0.9707,1.716e-05,0,0,0,0,0,3.6261e-06,0.1037,-0.011685,-0.04653
1.1514,-1.3346,0.15183,136.83,2.4041e+05,4.4765e-05,0,0,0,92911,281.1,0.35358,-0.96841,1.716e-05,0,0,0,0,0,3.6281e-06,0.10754,-0.011634,-0.047013
1.1516,-1.2138,0.13433,136.63,2.4043e+05,4.4763e-05,0,0,0,92928,281.12,0.35301,-0.96642,1.716e-05,0,0,0,0,0,3.6291e-06,0.11136,-0.01155,-0.047493
1.1517,-1.0819,0.11525,136.47,2.4044e+05,4.4756e-05,0,0,0,92942,281.13,0.35254,-0.96477,1.716e-05,0,0,0,0,0,3.6287e-06,0.11515,-0.011434,-0.047972
1.1518,-0.94395,0.097198,136.34,2.4045e+05,4.4746e-05,0,0,0,92954,281.14,0.35217,-0.96347,1.716e-05,0,0,0,0,0,3.6267e-06,0.11893,-0.01145,-0.048449
1.1519,-0.80533,0.082031,136.26,2.4046e+05,4.4704e-05,0,0,0,92962,281.14,0.35192,-0.96253,1.716e-05,0,0,0,0,0,3.6148e-06,0.12268,-0.011475,-0.04893
1.1519,-0.67012,0.067975,136.22,2.4047e+05,4.4765e-05,0,0,0,92967,281.15,0.35181,-0.96191,1.716e-05,0,0,0,0,0,3.6339e-06,0.12641,-0.011483,-0.049407
1.1519,-0.54169,0.054773,136.29,2.4049e+05,4.4882e-05,0,0,0,92970,281.15,0.35197,-0.96159,1.716e-05,0,0,0,0,0,3.6705e-06,0.13013,-0.011473,-0.04989
1.1519,-0.4349,0.043427,136.47,2.405e+05,4.6318e-05,0,0,0,92967,281.15,0.35246,-0.962,1.716e-05,0,0,0,0,0,4.1337e-06,0.13384,-0.011446,-0.050374
1.1517,-0.34192,0.039947,135.08,2.4034e+05,0.00011814,0,0,0,92967,281.19,0.34889,-0.96196,1.716e-05,0,0,0,0,0,7.9211e-05,0.13609,-0.011421,-0.050671
1.15,-0.2148,0.031378,124.67,2.392e+05,0.00068519,0,0,0,92976,281.65,0.32223,-0.9609,1.716e-05,0,0,0,0,0,0.00078506,0.13745,-0.011402,-0.050851
1.1465,-0.098105,0.013998,109.66,2.3766e+05,0.0010241,0,0,0,92964,282.46,0.28389,-0.96224,1.716e-05,0,0,0,0,0,0.0011728,0.13827,-0.01139,-0.05096
1.144,-0.042562,0.0087791,98.137,2.366e+05,0.00090592,0,0,0,92957,283.08,0.25435,-0.96306,1.716e-05,0,0,0,0,0,0.0010347,0.13877,-0.011382,-0.051026
1.142,-0.01904,0.0066682,88.826,2.3584e+05,0.00068218,0,0,0,92954,283.55,0.23041,-0.96342,1.716e-05,0,0,0,0,0,0.00077608,0.13908,-0.011377,-0.051066
1.1404,-0.0091496,0.0056459,80.888,2.3525e+05,0.00046767,0,0,0,92953,283.93,0.20997,-0.96357,1.716e-05,0,0,0,0,0,0.00052707,0.13926,-0.011374,-0.05109
1.1391,-0.0046922,0.0050162,73.673,2.3476e+05,0.00030116,0,0,0,92952,284.26,0.19135,-0.96362,1.716e-05,0,0,0,0,0,0.00032836,0.13937,-0.011372,-0.051105
1.138,-0.0024443,0.0044819,66.561,2.3433e+05,0.00018674,0,0,0,92952,284.56,0.17297,-0.96363,1.716e-05,0,0,0,0,0,0.0001788,0.13944,-0.011371,-0.051114
1.1367,-0.001972,0.0040197,58.348,2.3388e+05,0.00011047,0,0,0,92952,284.86,0.15171,-0.96364,1.716e-05,0,0,0,0,0,6.563e-05,0.13948,-0.011371,-0.051119
1.1352,-0.0020065,0.0033711,45.966,2.3331e+05,5.6532e-05,0,0,0,92952,285.24,0.11959,-0.96368,1.716e-05,0,0,0,0,0,8.1835e-06,0.1395,-0.01137,-0.051123
1.1338,-0.00057322,0.0020992,28.013,2.3273e+05,3.1675e-05,0,0,0,92952,285.58,0.072929,-0.96371,1.716e-05,0,0,0,0,0,8.9697e-07,0.13952,-0.01137,-0.051125
1.1333,-0.00027124,0.0011446,14.289,2.3247e+05,1.616e-05,0,0,0,92952,285.72,0.037208,-0.96371,1.716e-05,0,0,0,0,0,6.1989e-08,0.13953,-0.01137,-0.051126
1.1331,-0.00016093,0.00046815,5.4734,2.3239e+05,6.1997e-06,0,0,0,92952,285.76,0.014254,-0.9637,1.716e-05,0,0,0,0,0,1.3465e-09,0.13953,-0.01137,-0.051126
1.1331,0,0,0,2.3238e+05,0,0,0,0,92952,285.77,0,-0.9637,1.716e-05,-5.5589e-09,2.3822e-07,0.0028607,-34.76,1.0451,0,0.13954,-0.01137,-0.051127
1.13,0,0,0,2.3168e+05,0,0,0,0,92673,285.7,0,-0.99584,1.716e-05,6.1932e-07,1.9888e-06,0.003154,-37.848,1.161,0,0.042961,-0.013392,-0.048504
1.13,0.0013985,0.0038618,6.2126,2.317e+05,6.7463e-06,0,0,0,92673,285.69,0.016225,-0.99584,1.716e-05,0,0,0,0,0,1.8671e-09,0.042965,-0.013392,-0.048505
1.1302,0.0034072,0.0098357,16.19,2.318e+05,1.754e-05,0,0,0,92673,285.64,0.04228,-0.99583,1.716e-05,0,0,0,0,0,8.5026e-08,0.04297,-0.013393,-0.048506
1.1309,0.0057969,0.018574,31.577,2.3212e+05,3.4266e-05,0,0,0,92673,285.47,0.082437,-0.99583,1.716e-05,0,0,0,0,0,1.208e-06,0.04298,-0.013393,-0.048507
1.1325,0.0068103,0.029085,50.527,2.3281e+05,6.179e-05,0,0,0,92672,285.06,0.13181,-0.99589,1.716e-05,0,0,0,0,0,1.1147e-05,0.042996,-0.013394,-0.048509
1.1341,0.00752,0.034844,62.662,2.3341e+05,0.00011889,0,0,0,92672,284.66,0.16336,-0.99595,1.716e-05,0,0,0,0,0,7.7591e-05,0.043022,-0.013396,-0.048513
